x,y,vx,vx,Paddle.y
1091,522,-2,-2,415
1089,520,-2,-2,413
1087,518,-2,-2,413
1085,516,-2,-2,413
1083,514,-2,-2,410
1081,512,-2,-2,410
1079,510,-2,-2,410
1077,508,-2,-2,409
1075,506,-2,-2,409
1073,504,-2,-2,407
1071,502,-2,-2,407
1069,500,-2,-2,407
1067,498,-2,-2,406
1065,496,-2,-2,406
1063,494,-2,-2,406
1061,492,-2,-2,404
1059,490,-2,-2,404
1057,488,-2,-2,404
1055,486,-2,-2,404
1053,484,-2,-2,404
1051,482,-2,-2,404
1049,480,-2,-2,404
1047,478,-2,-2,404
1045,476,-2,-2,404
1043,474,-2,-2,404
1041,472,-2,-2,404
1039,470,-2,-2,404
1037,468,-2,-2,404
1035,466,-2,-2,404
1033,464,-2,-2,404
1031,462,-2,-2,404
1029,460,-2,-2,404
1027,458,-2,-2,404
1025,456,-2,-2,404
1023,454,-2,-2,404
1021,452,-2,-2,404
1019,450,-2,-2,404
1017,448,-2,-2,404
1015,446,-2,-2,404
1013,444,-2,-2,404
1011,442,-2,-2,404
1009,440,-2,-2,404
1007,438,-2,-2,404
1005,436,-2,-2,404
1003,434,-2,-2,404
1001,432,-2,-2,404
999,430,-2,-2,404
997,428,-2,-2,404
995,426,-2,-2,404
993,424,-2,-2,404
991,422,-2,-2,404
989,420,-2,-2,404
987,418,-2,-2,404
985,416,-2,-2,404
983,414,-2,-2,404
981,412,-2,-2,404
979,410,-2,-2,404
977,408,-2,-2,404
975,406,-2,-2,404
973,404,-2,-2,404
971,402,-2,-2,404
969,400,-2,-2,404
967,398,-2,-2,404
965,396,-2,-2,404
963,394,-2,-2,404
961,392,-2,-2,404
959,390,-2,-2,404
957,388,-2,-2,404
955,386,-2,-2,404
953,384,-2,-2,404
951,382,-2,-2,404
949,380,-2,-2,404
947,378,-2,-2,404
945,376,-2,-2,404
943,374,-2,-2,404
941,372,-2,-2,404
939,370,-2,-2,404
937,368,-2,-2,404
935,366,-2,-2,404
933,364,-2,-2,404
931,362,-2,-2,404
929,360,-2,-2,404
927,358,-2,-2,404
925,356,-2,-2,404
923,354,-2,-2,404
921,352,-2,-2,404
919,350,-2,-2,404
917,348,-2,-2,404
915,346,-2,-2,404
913,344,-2,-2,404
911,342,-2,-2,404
909,340,-2,-2,404
907,338,-2,-2,404
905,336,-2,-2,404
903,334,-2,-2,404
901,332,-2,-2,404
899,330,-2,-2,404
897,328,-2,-2,404
895,326,-2,-2,404
893,324,-2,-2,404
891,322,-2,-2,404
889,320,-2,-2,404
887,318,-2,-2,404
885,316,-2,-2,404
883,314,-2,-2,404
881,312,-2,-2,404
879,310,-2,-2,404
877,308,-2,-2,404
875,306,-2,-2,404
873,304,-2,-2,404
871,302,-2,-2,404
869,300,-2,-2,404
867,298,-2,-2,404
865,296,-2,-2,404
863,294,-2,-2,404
861,292,-2,-2,404
859,290,-2,-2,404
857,288,-2,-2,404
855,286,-2,-2,404
853,284,-2,-2,403
851,282,-2,-2,400
849,280,-2,-2,400
847,278,-2,-2,400
845,276,-2,-2,398
843,274,-2,-2,398
841,272,-2,-2,398
839,270,-2,-2,398
837,268,-2,-2,398
835,266,-2,-2,398
833,264,-2,-2,395
831,262,-2,-2,395
829,260,-2,-2,394
827,258,-2,-2,394
825,256,-2,-2,393
823,254,-2,-2,389
821,252,-2,-2,389
819,250,-2,-2,389
817,248,-2,-2,388
815,246,-2,-2,388
813,244,-2,-2,388
811,242,-2,-2,387
809,240,-2,-2,387
807,238,-2,-2,385
805,236,-2,-2,385
803,234,-2,-2,385
801,232,-2,-2,384
799,230,-2,-2,384
797,228,-2,-2,384
795,226,-2,-2,382
793,224,-2,-2,382
791,222,-2,-2,382
789,220,-2,-2,380
787,218,-2,-2,380
785,216,-2,-2,379
783,214,-2,-2,378
781,212,-2,-2,378
779,210,-2,-2,378
777,208,-2,-2,375
775,206,-2,-2,375
773,204,-2,-2,375
771,202,-2,-2,373
769,200,-2,-2,373
767,198,-2,-2,371
765,196,-2,-2,371
763,194,-2,-2,371
761,192,-2,-2,368
759,190,-2,-2,368
757,188,-2,-2,368
755,186,-2,-2,366
753,184,-2,-2,366
751,182,-2,-2,366
749,180,-2,-2,364
747,178,-2,-2,364
745,176,-2,-2,361
743,174,-2,-2,361
741,172,-2,-2,359
739,170,-2,-2,359
737,168,-2,-2,359
735,166,-2,-2,358
733,164,-2,-2,358
731,162,-2,-2,357
729,160,-2,-2,357
727,158,-2,-2,357
725,156,-2,-2,354
723,154,-2,-2,354
721,152,-2,-2,354
719,150,-2,-2,350
717,148,-2,-2,350
715,146,-2,-2,349
713,144,-2,-2,349
711,142,-2,-2,349
709,140,-2,-2,347
707,138,-2,-2,347
705,136,-2,-2,347
703,134,-2,-2,345
701,132,-2,-2,345
699,130,-2,-2,345
697,128,-2,-2,342
695,126,-2,-2,342
693,124,-2,-2,340
691,122,-2,-2,340
689,120,-2,-2,340
687,118,-2,-2,339
685,116,-2,-2,339
683,114,-2,-2,338
681,112,-2,-2,338
679,110,-2,-2,338
677,108,-2,-2,336
675,106,-2,-2,336
673,104,-2,-2,336
671,102,-2,-2,334
669,100,-2,-2,334
667,98,-2,-2,334
665,96,-2,-2,332
663,94,-2,-2,332
661,92,-2,-2,330
659,90,-2,-2,330
657,88,-2,-2,330
655,86,-2,-2,328
653,84,-2,-2,328
651,82,-2,-2,328
649,80,-2,-2,327
647,78,-2,-2,327
645,76,-2,-2,327
643,74,-2,-2,327
641,72,-2,-2,327
639,70,-2,-2,326
637,68,-2,-2,326
635,66,-2,-2,326
633,64,-2,-2,324
631,62,-2,-2,324
629,60,-2,-2,324
627,58,-2,-2,322
625,56,-2,-2,322
623,54,-2,-2,321
621,52,-2,-2,321
619,50,-2,-2,321
617,48,-2,-2,320
615,46,-2,-2,320
613,44,-2,-2,320
611,42,-2,-2,320
609,40,-2,-2,320
607,38,-2,-2,320
605,36,-2,-2,320
603,38,-2,2,320
601,40,-2,2,320
599,42,-2,2,320
597,44,-2,2,320
595,46,-2,2,320
593,48,-2,2,320
591,50,-2,2,320
589,52,-2,2,320
587,54,-2,2,320
585,56,-2,2,320
583,58,-2,2,320
581,60,-2,2,320
579,62,-2,2,320
577,64,-2,2,320
575,66,-2,2,320
573,68,-2,2,319
571,70,-2,2,319
569,72,-2,2,319
567,74,-2,2,319
565,76,-2,2,318
563,78,-2,2,318
561,80,-2,2,317
559,82,-2,2,317
557,84,-2,2,317
555,86,-2,2,317
553,88,-2,2,317
551,90,-2,2,317
549,92,-2,2,316
547,94,-2,2,316
545,96,-2,2,316
543,98,-2,2,316
541,100,-2,2,316
539,102,-2,2,316
537,104,-2,2,316
535,106,-2,2,316
533,108,-2,2,316
531,110,-2,2,316
529,112,-2,2,316
527,114,-2,2,316
525,116,-2,2,316
523,118,-2,2,316
521,120,-2,2,316
519,122,-2,2,316
517,124,-2,2,315
515,126,-2,2,315
513,128,-2,2,315
511,130,-2,2,315
509,132,-2,2,315
507,134,-2,2,315
505,136,-2,2,315
503,138,-2,2,315
501,140,-2,2,313
499,142,-2,2,313
497,144,-2,2,313
495,146,-2,2,312
493,148,-2,2,312
491,150,-2,2,311
489,152,-2,2,311
487,154,-2,2,311
485,156,-2,2,311
483,158,-2,2,311
481,160,-2,2,311
479,162,-2,2,311
477,164,-2,2,311
475,166,-2,2,310
473,168,-2,2,310
471,170,-2,2,310
469,172,-2,2,310
467,174,-2,2,310
465,176,-2,2,310
463,178,-2,2,310
461,180,-2,2,310
459,182,-2,2,310
457,184,-2,2,310
455,186,-2,2,310
453,188,-2,2,310
451,190,-2,2,310
449,192,-2,2,310
447,194,-2,2,310
445,196,-2,2,310
443,198,-2,2,310
441,200,-2,2,310
439,202,-2,2,310
437,204,-2,2,310
435,206,-2,2,310
433,208,-2,2,310
431,210,-2,2,310
429,212,-2,2,310
427,214,-2,2,310
425,216,-2,2,310
423,218,-2,2,310
421,220,-2,2,310
419,222,-2,2,310
417,224,-2,2,310
415,226,-2,2,310
413,228,-2,2,310
411,230,-2,2,310
409,232,-2,2,310
407,234,-2,2,310
405,236,-2,2,310
403,238,-2,2,310
401,240,-2,2,310
399,242,-2,2,310
397,244,-2,2,310
395,246,-2,2,310
393,248,-2,2,310
391,250,-2,2,310
389,252,-2,2,310
387,254,-2,2,310
385,256,-2,2,310
383,258,-2,2,310
381,260,-2,2,310
379,262,-2,2,310
377,264,-2,2,310
375,266,-2,2,310
373,268,-2,2,310
371,270,-2,2,310
369,272,-2,2,310
367,274,-2,2,310
365,276,-2,2,310
363,278,-2,2,310
361,280,-2,2,310
359,282,-2,2,310
357,284,-2,2,310
355,286,-2,2,310
353,288,-2,2,310
351,290,-2,2,310
349,292,-2,2,310
347,294,-2,2,310
345,296,-2,2,310
343,298,-2,2,310
341,300,-2,2,310
339,302,-2,2,310
337,304,-2,2,310
335,306,-2,2,310
333,308,-2,2,310
331,310,-2,2,310
329,312,-2,2,310
327,314,-2,2,310
325,316,-2,2,310
323,318,-2,2,310
321,320,-2,2,310
319,322,-2,2,310
317,324,-2,2,310
315,326,-2,2,310
313,328,-2,2,310
311,330,-2,2,310
309,332,-2,2,310
307,334,-2,2,310
305,336,-2,2,310
303,338,-2,2,310
301,340,-2,2,310
299,342,-2,2,310
297,344,-2,2,310
295,346,-2,2,310
293,348,-2,2,310
291,350,-2,2,310
289,352,-2,2,310
287,354,-2,2,310
285,356,-2,2,310
283,358,-2,2,310
281,360,-2,2,310
279,362,-2,2,310
277,364,-2,2,310
275,366,-2,2,310
273,368,-2,2,310
271,370,-2,2,310
269,372,-2,2,310
267,374,-2,2,310
265,376,-2,2,310
263,378,-2,2,310
261,380,-2,2,310
259,382,-2,2,310
257,384,-2,2,310
255,386,-2,2,310
253,388,-2,2,310
251,390,-2,2,310
249,392,-2,2,310
247,394,-2,2,310
245,396,-2,2,310
243,398,-2,2,310
241,400,-2,2,310
239,402,-2,2,310
237,404,-2,2,310
235,406,-2,2,310
233,408,-2,2,310
231,410,-2,2,310
229,412,-2,2,310
227,414,-2,2,310
225,416,-2,2,310
223,418,-2,2,310
221,420,-2,2,310
219,422,-2,2,310
217,424,-2,2,310
215,426,-2,2,310
213,428,-2,2,310
211,430,-2,2,310
209,432,-2,2,310
207,434,-2,2,310
205,436,-2,2,310
203,438,-2,2,310
201,440,-2,2,311
199,442,-2,2,311
197,444,-2,2,311
195,446,-2,2,311
193,448,-2,2,311
191,450,-2,2,311
189,452,-2,2,311
187,454,-2,2,311
185,456,-2,2,311
183,458,-2,2,311
181,460,-2,2,311
179,462,-2,2,311
177,464,-2,2,311
175,466,-2,2,311
173,468,-2,2,311
171,470,-2,2,311
169,472,-2,2,311
167,474,-2,2,311
165,476,-2,2,311
163,478,-2,2,311
161,480,-2,2,311
159,482,-2,2,311
157,484,-2,2,311
155,486,-2,2,311
153,488,-2,2,311
151,490,-2,2,311
149,492,-2,2,311
147,494,-2,2,311
145,496,-2,2,311
143,498,-2,2,311
141,500,-2,2,311
139,502,-2,2,311
137,504,-2,2,311
135,506,-2,2,311
133,508,-2,2,311
131,510,-2,2,311
129,512,-2,2,311
127,514,-2,2,311
125,516,-2,2,311
123,518,-2,2,311
121,520,-2,2,311
119,522,-2,2,311
117,524,-2,2,311
115,526,-2,2,311
113,528,-2,2,311
111,530,-2,2,311
109,532,-2,2,311
107,534,-2,2,311
105,536,-2,2,311
103,538,-2,2,311
101,540,-2,2,311
99,542,-2,2,311
97,544,-2,2,312
95,546,-2,2,312
93,548,-2,2,312
91,550,-2,2,312
89,552,-2,2,312
87,554,-2,2,312
85,556,-2,2,312
83,558,-2,2,312
81,560,-2,2,312
79,562,-2,2,312
77,564,-2,2,312
75,562,-2,-2,312
73,560,-2,-2,312
71,558,-2,-2,312
69,556,-2,-2,312
67,554,-2,-2,312
65,552,-2,-2,312
63,550,-2,-2,312
61,548,-2,-2,312
59,546,-2,-2,312
57,544,-2,-2,312
55,542,-2,-2,312
53,540,-2,-2,312
51,538,-2,-2,312
49,536,-2,-2,312
47,534,-2,-2,312
45,532,-2,-2,312
43,530,-2,-2,313
41,528,-2,-2,313
39,526,-2,-2,313
37,524,-2,-2,313
35,522,-2,-2,313
37,520,2,-2,313
39,518,2,-2,313
41,516,2,-2,313
43,514,2,-2,313
45,512,2,-2,313
47,510,2,-2,313
49,508,2,-2,313
51,506,2,-2,313
53,504,2,-2,313
55,502,2,-2,313
57,500,2,-2,313
59,498,2,-2,313
61,496,2,-2,313
63,494,2,-2,313
65,492,2,-2,313
67,490,2,-2,313
69,488,2,-2,313
71,486,2,-2,313
73,484,2,-2,313
75,482,2,-2,313
77,480,2,-2,313
79,478,2,-2,313
81,476,2,-2,313
83,474,2,-2,313
85,472,2,-2,313
87,470,2,-2,313
89,468,2,-2,313
91,466,2,-2,313
93,464,2,-2,313
95,462,2,-2,313
97,460,2,-2,313
99,458,2,-2,313
101,456,2,-2,313
103,454,2,-2,313
105,452,2,-2,313
107,450,2,-2,313
109,448,2,-2,313
111,446,2,-2,313
113,444,2,-2,313
115,442,2,-2,313
117,440,2,-2,313
119,438,2,-2,313
121,436,2,-2,313
123,434,2,-2,313
125,432,2,-2,313
127,430,2,-2,313
129,428,2,-2,313
131,426,2,-2,313
133,424,2,-2,313
135,422,2,-2,313
137,420,2,-2,313
139,418,2,-2,313
141,416,2,-2,313
143,414,2,-2,313
145,412,2,-2,313
147,410,2,-2,313
149,408,2,-2,313
151,406,2,-2,313
153,404,2,-2,313
155,402,2,-2,313
157,400,2,-2,313
159,398,2,-2,313
161,396,2,-2,313
163,394,2,-2,313
165,392,2,-2,313
167,390,2,-2,313
169,388,2,-2,313
171,386,2,-2,313
173,384,2,-2,313
175,382,2,-2,313
177,380,2,-2,313
179,378,2,-2,313
181,376,2,-2,313
183,374,2,-2,313
185,372,2,-2,313
187,370,2,-2,313
189,368,2,-2,313
191,366,2,-2,313
193,364,2,-2,313
195,362,2,-2,313
197,360,2,-2,313
199,358,2,-2,313
201,356,2,-2,313
203,354,2,-2,313
205,352,2,-2,313
207,350,2,-2,313
209,348,2,-2,313
211,346,2,-2,313
213,344,2,-2,313
215,342,2,-2,313
217,340,2,-2,313
219,338,2,-2,313
221,336,2,-2,313
223,334,2,-2,313
225,332,2,-2,313
227,330,2,-2,313
229,328,2,-2,313
231,326,2,-2,313
233,324,2,-2,313
235,322,2,-2,313
237,320,2,-2,313
239,318,2,-2,313
241,316,2,-2,313
243,314,2,-2,313
245,312,2,-2,313
247,310,2,-2,313
249,308,2,-2,313
251,306,2,-2,313
253,304,2,-2,313
255,302,2,-2,313
257,300,2,-2,313
259,298,2,-2,313
261,296,2,-2,313
263,294,2,-2,313
265,292,2,-2,313
267,290,2,-2,313
269,288,2,-2,313
271,286,2,-2,313
273,284,2,-2,313
275,282,2,-2,313
277,280,2,-2,313
279,278,2,-2,313
281,276,2,-2,313
283,274,2,-2,313
285,272,2,-2,313
287,270,2,-2,313
289,268,2,-2,313
291,266,2,-2,313
293,264,2,-2,313
295,262,2,-2,313
297,260,2,-2,313
299,258,2,-2,313
301,256,2,-2,313
303,254,2,-2,313
305,252,2,-2,313
307,250,2,-2,313
309,248,2,-2,313
311,246,2,-2,313
313,244,2,-2,313
315,242,2,-2,313
317,240,2,-2,313
319,238,2,-2,313
321,236,2,-2,313
323,234,2,-2,313
325,232,2,-2,313
327,230,2,-2,313
329,228,2,-2,313
331,226,2,-2,313
333,224,2,-2,313
335,222,2,-2,313
337,220,2,-2,313
339,218,2,-2,313
341,216,2,-2,313
343,214,2,-2,313
345,212,2,-2,313
347,210,2,-2,313
349,208,2,-2,313
351,206,2,-2,313
353,204,2,-2,312
355,202,2,-2,312
357,200,2,-2,312
359,198,2,-2,312
361,196,2,-2,312
363,194,2,-2,312
365,192,2,-2,312
367,190,2,-2,312
369,188,2,-2,312
371,186,2,-2,312
373,184,2,-2,312
375,182,2,-2,311
377,180,2,-2,311
379,178,2,-2,311
381,176,2,-2,311
383,174,2,-2,311
385,172,2,-2,311
387,170,2,-2,309
389,168,2,-2,309
391,166,2,-2,309
393,164,2,-2,309
395,162,2,-2,309
397,160,2,-2,307
399,158,2,-2,307
401,156,2,-2,307
403,154,2,-2,307
405,152,2,-2,307
407,150,2,-2,307
409,148,2,-2,306
411,146,2,-2,306
413,144,2,-2,306
415,142,2,-2,306
417,140,2,-2,306
419,138,2,-2,305
421,136,2,-2,303
423,134,2,-2,303
425,132,2,-2,303
427,130,2,-2,302
429,128,2,-2,302
431,126,2,-2,302
433,124,2,-2,300
435,122,2,-2,300
437,120,2,-2,299
439,118,2,-2,299
441,116,2,-2,299
443,114,2,-2,299
445,112,2,-2,299
447,110,2,-2,299
449,108,2,-2,297
451,106,2,-2,297
453,104,2,-2,297
455,102,2,-2,297
457,100,2,-2,297
459,98,2,-2,296
461,96,2,-2,296
463,94,2,-2,296
465,92,2,-2,294
467,90,2,-2,294
469,88,2,-2,293
471,86,2,-2,293
473,84,2,-2,293
475,82,2,-2,293
477,80,2,-2,293
479,78,2,-2,293
481,76,2,-2,291
483,74,2,-2,291
485,72,2,-2,290
487,70,2,-2,290
489,68,2,-2,290
491,66,2,-2,290
493,64,2,-2,290
495,62,2,-2,290
497,60,2,-2,288
499,58,2,-2,288
501,56,2,-2,288
503,54,2,-2,286
505,52,2,-2,286
507,50,2,-2,285
509,48,2,-2,285
511,46,2,-2,285
513,44,2,-2,284
515,42,2,-2,284
517,40,2,-2,284
519,38,2,-2,282
521,36,2,-2,282
523,38,2,2,281
525,40,2,2,281
527,42,2,2,281
529,44,2,2,280
531,46,2,2,280
533,48,2,2,280
535,50,2,2,279
537,52,2,2,279
539,54,2,2,279
541,56,2,2,278
543,58,2,2,278
545,60,2,2,278
547,62,2,2,278
549,64,2,2,278
551,66,2,2,276
553,68,2,2,276
555,70,2,2,276
557,72,2,2,276
559,74,2,2,276
561,76,2,2,275
563,78,2,2,275
565,80,2,2,275
567,82,2,2,274
569,84,2,2,274
571,86,2,2,274
573,88,2,2,274
575,90,2,2,274
577,92,2,2,273
579,94,2,2,273
581,96,2,2,273
583,98,2,2,273
585,100,2,2,273
587,102,2,2,273
589,104,2,2,273
591,106,2,2,273
593,108,2,2,273
595,110,2,2,273
597,112,2,2,273
599,114,2,2,273
601,116,2,2,273
603,118,2,2,273
605,120,2,2,273
607,122,2,2,273
609,124,2,2,273
611,126,2,2,273
613,128,2,2,273
615,130,2,2,273
617,132,2,2,273
619,134,2,2,273
621,136,2,2,273
623,138,2,2,273
625,140,2,2,273
627,142,2,2,273
629,144,2,2,273
631,146,2,2,273
633,148,2,2,273
635,150,2,2,273
637,152,2,2,273
639,154,2,2,273
641,156,2,2,273
643,158,2,2,273
645,160,2,2,273
647,162,2,2,273
649,164,2,2,273
651,166,2,2,273
653,168,2,2,273
655,170,2,2,273
657,172,2,2,273
659,174,2,2,273
661,176,2,2,273
663,178,2,2,273
665,180,2,2,273
667,182,2,2,273
669,184,2,2,272
671,186,2,2,272
673,188,2,2,272
675,190,2,2,273
677,192,2,2,273
679,194,2,2,275
681,196,2,2,275
683,198,2,2,275
685,200,2,2,278
687,202,2,2,278
689,204,2,2,278
691,206,2,2,281
693,208,2,2,281
695,210,2,2,283
697,212,2,2,283
699,214,2,2,283
701,216,2,2,286
703,218,2,2,289
705,220,2,2,289
707,222,2,2,289
709,224,2,2,293
711,226,2,2,293
713,228,2,2,293
715,230,2,2,296
717,232,2,2,296
719,234,2,2,298
721,236,2,2,298
723,238,2,2,298
725,240,2,2,300
727,242,2,2,300
729,244,2,2,300
731,246,2,2,302
733,248,2,2,302
735,250,2,2,303
737,252,2,2,303
739,254,2,2,303
741,256,2,2,306
743,258,2,2,306
745,260,2,2,306
747,262,2,2,308
749,264,2,2,308
751,266,2,2,308
753,268,2,2,309
755,270,2,2,309
757,272,2,2,311
759,274,2,2,311
761,276,2,2,311
763,278,2,2,312
765,280,2,2,312
767,282,2,2,312
769,284,2,2,314
771,286,2,2,314
773,288,2,2,315
775,290,2,2,315
777,292,2,2,315
779,294,2,2,318
781,296,2,2,318
783,298,2,2,318
785,300,2,2,320
787,302,2,2,320
789,304,2,2,321
791,306,2,2,321
793,308,2,2,321
795,310,2,2,323
797,312,2,2,323
799,314,2,2,323
801,316,2,2,326
803,318,2,2,326
805,320,2,2,326
807,322,2,2,327
809,324,2,2,327
811,326,2,2,330
813,328,2,2,330
815,330,2,2,330
817,332,2,2,332
819,334,2,2,332
821,336,2,2,332
823,338,2,2,334
825,340,2,2,334
827,342,2,2,334
829,344,2,2,336
831,346,2,2,336
833,348,2,2,339
835,350,2,2,339
837,352,2,2,339
839,354,2,2,341
841,356,2,2,341
843,358,2,2,344
845,360,2,2,344
847,362,2,2,344
849,364,2,2,345
851,366,2,2,345
853,368,2,2,345
855,370,2,2,348
857,372,2,2,348
859,374,2,2,351
861,376,2,2,351
863,378,2,2,351
865,380,2,2,354
867,382,2,2,354
869,384,2,2,354
871,386,2,2,356
873,388,2,2,356
875,390,2,2,356
877,392,2,2,360
879,394,2,2,360
881,396,2,2,363
883,398,2,2,363
885,400,2,2,363
887,402,2,2,367
889,404,2,2,367
891,406,2,2,367
893,408,2,2,372
895,410,2,2,372
897,412,2,2,375
899,414,2,2,375
901,416,2,2,375
903,418,2,2,379
905,420,2,2,379
907,422,2,2,379
909,424,2,2,382
911,426,2,2,382
913,428,2,2,385
915,430,2,2,385
917,432,2,2,385
919,434,2,2,388
921,436,2,2,388
923,438,2,2,388
925,440,2,2,391
927,442,2,2,391
929,444,2,2,391
931,446,2,2,394
933,448,2,2,394
935,450,2,2,396
937,452,2,2,396
939,454,2,2,396
941,456,2,2,399
943,458,2,2,399
945,460,2,2,399
947,462,2,2,403
949,464,2,2,403
951,466,2,2,405
953,468,2,2,405
955,470,2,2,405
957,472,2,2,408
959,474,2,2,408
961,476,2,2,408
963,478,2,2,413
965,480,2,2,413
967,482,2,2,419
969,484,2,2,419
971,486,2,2,419
973,488,2,2,425
975,490,2,2,425
977,492,2,2,425
979,494,2,2,430
981,496,2,2,430
983,498,2,2,437
985,500,2,2,437
987,502,2,2,437
989,504,2,2,444
991,506,2,2,444
993,508,2,2,444
995,510,2,2,450
997,512,2,2,450
999,514,2,2,455
1001,516,2,2,455
1003,518,2,2,455
1005,520,2,2,460
1007,522,2,2,460
1009,524,2,2,460
1011,526,2,2,464
1013,528,2,2,464
1015,530,2,2,467
1017,532,2,2,467
1019,534,2,2,467
1021,536,2,2,469
1023,538,2,2,469
1025,540,2,2,469
1027,542,2,2,471
1029,544,2,2,471
1031,546,2,2,471
1033,548,2,2,473
1035,550,2,2,473
1037,552,2,2,475
1039,554,2,2,475
1041,556,2,2,475
1043,558,2,2,476
1045,560,2,2,476
1047,562,2,2,476
1049,564,2,2,476
1051,562,2,-2,476
1053,560,2,-2,478
1055,558,2,-2,478
1057,556,2,-2,478
1059,554,2,-2,478
1061,552,2,-2,478
1063,550,2,-2,478
1065,548,2,-2,480
1067,546,2,-2,480
1069,544,2,-2,480
1071,542,2,-2,480
1073,540,2,-2,480
1075,538,2,-2,480
1077,536,2,-2,480
1079,534,2,-2,480
1081,532,2,-2,480
1083,530,2,-2,480
1085,528,2,-2,480
1087,526,2,-2,480
1089,524,2,-2,480
1091,522,2,-2,480
1093,520,2,-2,480
1095,518,2,-2,480
1097,516,2,-2,480
1099,514,2,-2,480
1101,512,2,-2,480
1103,510,2,-2,480
1105,508,2,-2,480
1107,506,2,-2,480
1109,504,2,-2,480
1111,502,2,-2,480
1113,500,2,-2,480
1115,498,2,-2,480
1117,496,2,-2,480
1119,494,2,-2,480
1121,492,2,-2,480
1123,490,2,-2,480
1125,488,2,-2,479
1127,486,2,-2,479
1129,484,2,-2,479
1131,482,2,-2,476
1133,480,2,-2,476
1135,478,2,-2,471
1137,476,2,-2,471
1139,474,2,-2,471
1141,472,2,-2,463
1143,470,2,-2,463
1145,468,2,-2,463
1147,466,2,-2,458
1149,464,2,-2,458
1151,462,2,-2,458
1153,460,2,-2,452
1155,458,2,-2,452
1157,456,2,-2,444
1159,454,2,-2,444
1161,452,2,-2,444
1163,450,2,-2,444
1161,448,-2,-2,436
1159,446,-2,-2,429
1157,444,-2,-2,429
1155,442,-2,-2,429
1153,440,-2,-2,421
1151,438,-2,-2,421
1149,436,-2,-2,421
1147,434,-2,-2,415
1145,432,-2,-2,415
1143,430,-2,-2,415
1141,428,-2,-2,407
1139,426,-2,-2,407
1137,424,-2,-2,403
1135,422,-2,-2,403
1133,420,-2,-2,403
1131,418,-2,-2,400
1129,416,-2,-2,400
1127,414,-2,-2,400
1125,412,-2,-2,397
1123,410,-2,-2,397
1121,408,-2,-2,394
1119,406,-2,-2,394
1117,404,-2,-2,394
1115,402,-2,-2,392
1113,400,-2,-2,392
1111,398,-2,-2,392
1109,396,-2,-2,391
1107,394,-2,-2,391
1105,392,-2,-2,391
1103,390,-2,-2,389
1101,388,-2,-2,389
1099,386,-2,-2,389
1097,384,-2,-2,389
1095,382,-2,-2,389
1093,380,-2,-2,388
1091,378,-2,-2,388
1089,376,-2,-2,388
1087,374,-2,-2,388
1085,372,-2,-2,388
1083,370,-2,-2,388
1081,368,-2,-2,387
1079,366,-2,-2,387
1077,364,-2,-2,387
1075,362,-2,-2,387
1073,360,-2,-2,387
1071,358,-2,-2,387
1069,356,-2,-2,387
1067,354,-2,-2,387
1065,352,-2,-2,387
1063,350,-2,-2,387
1061,348,-2,-2,387
1059,346,-2,-2,387
1057,344,-2,-2,387
1055,342,-2,-2,387
1053,340,-2,-2,387
1051,338,-2,-2,387
1049,336,-2,-2,387
1047,334,-2,-2,387
1045,332,-2,-2,387
1043,330,-2,-2,387
1041,328,-2,-2,387
1039,326,-2,-2,387
1037,324,-2,-2,387
1035,322,-2,-2,387
1033,320,-2,-2,386
1031,318,-2,-2,386
1029,316,-2,-2,386
1027,314,-2,-2,386
1025,312,-2,-2,386
1023,310,-2,-2,386
1021,308,-2,-2,386
1019,306,-2,-2,386
1017,304,-2,-2,386
1015,302,-2,-2,386
1013,300,-2,-2,386
1011,298,-2,-2,386
1009,296,-2,-2,386
1007,294,-2,-2,386
1005,292,-2,-2,386
1003,290,-2,-2,386
1001,288,-2,-2,386
999,286,-2,-2,386
997,284,-2,-2,384
995,282,-2,-2,384
993,280,-2,-2,381
991,278,-2,-2,381
989,276,-2,-2,380
987,274,-2,-2,380
985,272,-2,-2,380
983,270,-2,-2,377
981,268,-2,-2,377
979,266,-2,-2,371
977,264,-2,-2,371
975,262,-2,-2,368
973,260,-2,-2,368
971,258,-2,-2,365
969,256,-2,-2,365
967,254,-2,-2,361
965,252,-2,-2,361
963,250,-2,-2,355
961,248,-2,-2,355
959,246,-2,-2,350
957,244,-2,-2,350
955,242,-2,-2,347
953,240,-2,-2,347
951,238,-2,-2,345
949,236,-2,-2,345
947,234,-2,-2,344
945,232,-2,-2,344
943,230,-2,-2,344
941,228,-2,-2,342
939,226,-2,-2,342
937,224,-2,-2,342
935,222,-2,-2,342
933,220,-2,-2,341
931,218,-2,-2,341
929,216,-2,-2,341
927,214,-2,-2,341
925,212,-2,-2,341
923,210,-2,-2,341
921,208,-2,-2,341
919,206,-2,-2,341
917,204,-2,-2,341
915,202,-2,-2,341
913,200,-2,-2,341
911,198,-2,-2,341
909,196,-2,-2,341
907,194,-2,-2,341
905,192,-2,-2,341
903,190,-2,-2,341
901,188,-2,-2,341
899,186,-2,-2,341
897,184,-2,-2,341
895,182,-2,-2,341
893,180,-2,-2,341
891,178,-2,-2,341
889,176,-2,-2,341
887,174,-2,-2,341
885,172,-2,-2,341
883,170,-2,-2,341
881,168,-2,-2,341
879,166,-2,-2,341
877,164,-2,-2,341
875,162,-2,-2,341
873,160,-2,-2,341
